Nome;Telefone_E164;Telefone_Formatado;DDD;Lead_Quente;Conversa_Direta_1a1;Msgs_Trocadas;Msgs_Enviadas_Loja;Msgs_Recebidas_Cliente;Ultima_Conversa;Salvo_Na_Agenda;Segmento;Nicho_TI;Nome_Agenda;Nome_Perfil_WhatsApp
"Bazar Santos";"5511953812950";"(11) 95381-2950";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Bazar Santos";""
"Bemdito Burger - Hamburgueria";"5511930521518";"(11) 93052-1518";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Bemdito Burger - Hamburgueria";""
"Big Club Shop";"5511997811252";"(11) 99781-1252";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Big Club Shop";""
"Brasil Moto Elétrica";"5519974131386";"(19) 97413-1386";"19";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Brasil Moto Elétrica";""
"BronzeArt Bronzeamento Artificial";"5511988642584";"(11) 98864-2584";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"BronzeArt Bronzeamento Artificial";""
"Bruna Compacta Print";"5511977890110";"(11) 97789-0110";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Bruna Compacta Print";""
"Bruna Vieira Representante Comercial";"5511912173468";"(11) 91217-3468";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Bruna Vieira Representante Comercial";""
"Burguer's House";"5511934302187";"(11) 93430-2187";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Burguer's House";""
"Camade 3d";"5511915594869";"(11) 91559-4869";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Camade 3d";""
"Cartorio";"5511987547268";"(11) 98754-7268";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Cartorio";""
"Celta Containers";"5511910384525";"(11) 91038-4525";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Celta Containers";""
"Chalés e Pousada Pé da Canastra";"553528880063";"(35) 2888-0063";"35";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Chalés e Pousada Pé da Canastra";""
"Churrascaria Glória";"5511910764504";"(11) 91076-4504";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Churrascaria Glória";""
"Clínica Bragança";"5511966013108";"(11) 96601-3108";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Clínica Bragança";""
"Clinica Crescer";"5511911225819";"(11) 91122-5819";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Clinica Crescer";""
"Construtora Metrocasa 3C+";"551154672303";"(11) 5467-2303";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Construtora Metrocasa 3C+";""
"Contante Administradora de Condomínio";"551142154581";"(11) 4215-4581";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Contante Administradora de Condomínio";""
"Corretor João Coelho";"5511911770337";"(11) 91177-0337";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Corretor João Coelho";""
"Credicitrus Jurídica";"5511932952906";"(11) 93295-2906";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Credicitrus Jurídica";""
"Cross experince Parque Brasil";"5511970847468";"(11) 97084-7468";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Cross experince Parque Brasil";""
"Curso Objetivo Tatuapé";"5511945784350";"(11) 94578-4350";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Curso Objetivo Tatuapé";""
"Daniel Porto Consórcio";"5512991812497";"(12) 99181-2497";"12";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Daniel Porto Consórcio";""
"Delta Auto Moto Escola";"5511944515853";"(11) 94451-5853";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Delta Auto Moto Escola";""
"Diego Moraes - Studio Dmfitness";"5511940600685";"(11) 94060-0685";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Diego Moraes - Studio Dmfitness";""
"Digital holder digitalholder";"5511939545395";"(11) 93954-5395";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Digital holder digitalholder";""
"Doce amor confeitaria";"553592718574";"(35) 9271-8574";"35";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Doce amor confeitaria";""
"Doce Malícia";"5511926904962";"(11) 92690-4962";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Doce Malícia";""
"Doutor Caldeira";"551141370153";"(11) 4137-0153";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Doutor Caldeira";""
"Dr edu";"5511951492103";"(11) 95149-2103";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Dr edu";""
"Dra. Esthela Borgue";"5511933919190";"(11) 93391-9190";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Dra. Esthela Borgue";""
"Dra. Jannifer  Melo";"5511940011627";"(11) 94001-1627";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Dra. Jannifer  Melo";""
"Duke Cell";"5511957876878";"(11) 95787-6878";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Duke Cell";""
"Emei Carlota Pereira De Queiroz";"551122822115";"(11) 2282-2115";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Emei Carlota Pereira De Queiroz";""
"Eng Alan Monteiro";"5511947797596";"(11) 94779-7596";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Eng Alan Monteiro";""
"Eric Araujo Personal";"553597270550";"(35) 9727-0550";"35";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Eric Araujo Personal";""
"Fá Lanches";"5511933928035";"(11) 93392-8035";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Fá Lanches";""
"Forma Fit";"5511974156472";"(11) 97415-6472";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Forma Fit";""
"Francisco Print Sedas";"5511932772608";"(11) 93277-2608";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Francisco Print Sedas";""
"Geoincorp Lotes";"5511976798705";"(11) 97679-8705";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Geoincorp Lotes";""
"Gi Autoescola";"5511999270077";"(11) 99927-0077";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Gi Autoescola";""
"Gil Imoveis LTDA";"5511947326581";"(11) 94732-6581";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Gil Imoveis LTDA";""
"GRUPO ULTRA EVENTOS";"5511913420909";"(11) 91342-0909";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"GRUPO ULTRA EVENTOS";""
"Happiness Festas - Pegue e Monte";"5512991733759";"(12) 99173-3759";"12";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Happiness Festas - Pegue e Monte";""
"Henrique Barbershop";"553597249505";"(35) 9724-9505";"35";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Henrique Barbershop";""
"Johnnys Guimarães Advogados";"551140035574";"(11) 4003-5574";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Johnnys Guimarães Advogados";""
"Kinkan Confeitaria";"5511943163844";"(11) 94316-3844";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Kinkan Confeitaria";""
"L C C Brasil Motos";"5519982884693";"(19) 98288-4693";"19";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"L C C Brasil Motos";""
"L FERNANDES SERVIÇOS CONDOMINIAIS E EMPRESARIAIS";"5511947344790";"(11) 94734-4790";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"L FERNANDES SERVIÇOS CONDOMINIAIS E EMPRESARIAIS";""
"Laboratório CBI";"5511998672493";"(11) 99867-2493";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Laboratório CBI";""
"Lucas E.L Decorações";"5519996100192";"(19) 99610-0192";"19";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Lucas E.L Decorações";""
"Maggenta Brindes Promocionais";"5511993303533";"(11) 99330-3533";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Maggenta Brindes Promocionais";""
"Maná Hamburgueria";"5511977376096";"(11) 97737-6096";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Maná Hamburgueria";""
"Marcio - Fast Módulos";"5511910245460";"(11) 91024-5460";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Marcio - Fast Módulos";""
"Marcomp";"5511947341876";"(11) 94734-1876";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Marcomp";""
"mari tranças";"5511949082201";"(11) 94908-2201";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"mari tranças";""
"Mega Robô De Led";"5511995612606";"(11) 99561-2606";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Mega Robô De Led";""
"Mogi Jet&Car Voltz - Mogi Guaçu";"5519998835473";"(19) 99883-5473";"19";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Mogi Jet&Car Voltz - Mogi Guaçu";""
"Motorbass Ferramentas!";"5511974142776";"(11) 97414-2776";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Motorbass Ferramentas!";""
"Motoyama com a Velot Motors";"5511916259590";"(11) 91625-9590";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Motoyama com a Velot Motors";""
"Multi Service Recursos Humanos";"5535910033409";"(35) 91003-3409";"35";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Multi Service Recursos Humanos";""
"Nova Hera Imóveis";"5511926676787";"(11) 92667-6787";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Nova Hera Imóveis";""
"Ortoclin Clínica Medica";"5511974804585";"(11) 97480-4585";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Ortoclin Clínica Medica";""
"OSMANI CAMINHÕES";"551143961937";"(11) 4396-1937";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"OSMANI CAMINHÕES";""
"paluli modas";"5511939385571";"(11) 93938-5571";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"paluli modas";""
"Paula Gomes da Compacta Print";"5511999226282";"(11) 99922-6282";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Paula Gomes da Compacta Print";""
"Perrotta Advogados";"5519981953265";"(19) 98195-3265";"19";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Perrotta Advogados";""
"Pet Sami";"5511937333502";"(11) 93733-3502";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Pet Sami";""
"Petsim Norte Sul";"551150750900";"(11) 5075-0900";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Petsim Norte Sul";""
"Puro Cioccolato Loja Jd Fraternidade";"5511957796695";"(11) 95779-6695";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Puro Cioccolato Loja Jd Fraternidade";""
"Quintal do Espeto";"5511983140100";"(11) 98314-0100";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Quintal do Espeto";""
"R5 Academy";"5511986485492";"(11) 98648-5492";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"R5 Academy";""
"Radioclínica Bragança";"5511988359179";"(11) 98835-9179";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Radioclínica Bragança";""
"Rafael detetive";"5511918249873";"(11) 91824-9873";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Rafael detetive";""
"Raio Beauty";"5511998042581";"(11) 99804-2581";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Raio Beauty";""
"Recanto Premier Guararema";"5511974317434";"(11) 97431-7434";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Recanto Premier Guararema";""
"Recepcao Unilab Husf";"5511934832256";"(11) 93483-2256";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Recepcao Unilab Husf";""
"Ronaldo Veículos";"5519999761550";"(19) 99976-1550";"19";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Ronaldo Veículos";""
"Sabrina - Hidrofiber do Brasil";"5511947656997";"(11) 94765-6997";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Sabrina - Hidrofiber do Brasil";""
"San Art Tattoo";"5511954962420";"(11) 95496-2420";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"San Art Tattoo";""
"Saúde Ocupacional - White Martins - SP";"5511996494265";"(11) 99649-4265";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Saúde Ocupacional - White Martins - SP";""
"Set Light Gráfica e Copiadora";"5511957055336";"(11) 95705-5336";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Set Light Gráfica e Copiadora";""
"Shark Fitness";"5511999615014";"(11) 99961-5014";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Shark Fitness";""
"Sidnei e Paula Salgados";"5511968463551";"(11) 96846-3551";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Sidnei e Paula Salgados";""
"Silva Forte assessoria de trânsito.";"5511972502056";"(11) 97250-2056";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Silva Forte assessoria de trânsito.";""
"Simea | Corretora de Imóveis";"5511939269407";"(11) 93926-9407";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Simea | Corretora de Imóveis";""
"Sonic Rodas";"551144612103";"(11) 4461-2103";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Sonic Rodas";""
"Super Reforço Escolar";"5511988706186";"(11) 98870-6186";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Super Reforço Escolar";""
"Tech Solutions Pro LTDA";"5511937039913";"(11) 93703-9913";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Tech Solutions Pro LTDA";""
"Thiago Samasso Veículos";"551938810006";"(19) 3881-0006";"19";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Thiago Samasso Veículos";""
"Unimagem Garden";"5511949797314";"(11) 94979-7314";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Unimagem Garden";""
"Unimagem Hemodinâmica Husf";"5511993123916";"(11) 99312-3916";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Unimagem Hemodinâmica Husf";""
"Valem Odontologia & Estética";"5511993495523";"(11) 99349-5523";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Valem Odontologia & Estética";""
"Victor Ramon - Corretor de Imóveis";"5512992599090";"(12) 99259-9090";"12";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Victor Ramon - Corretor de Imóveis";""
"Vision Veículos";"5512996411899";"(12) 99641-1899";"12";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Vision Veículos";""
"Vr Multimarcas Mogi Mirim Sp";"5519974177022";"(19) 97417-7022";"19";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Vr Multimarcas Mogi Mirim Sp";""
"Will Designer";"5511957214230";"(11) 95721-4230";"11";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Will Designer";""
"William multiservice";"5512988213371";"(12) 98821-3371";"12";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"William multiservice";""
"50 Festas e Utilidades";"5513981169517";"(13) 98116-9517";"13";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"50 Festas e Utilidades";""
"Açai";"557381206890";"(73) 8120-6890";"73";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Açai";""
"Alex ALESOL Energia Solar";"553496798494";"(34) 9679-8494";"34";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Alex ALESOL Energia Solar";""
"Alves Kids";"558496637256";"(84) 9663-7256";"84";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Alves Kids";""
"Amauri Motos";"557398291508";"(73) 9829-1508";"73";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Amauri Motos";""
"Ana 7Ps Digital";"559186065794";"(91) 8606-5794";"91";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Ana 7Ps Digital";""
"análise evolutiva tecnologia";"556282918610";"(62) 8291-8610";"62";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"análise evolutiva tecnologia";""
"Aqui Tem Pechincha";"5527992824990";"(27) 99282-4990";"27";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Aqui Tem Pechincha";""
"Araújo Cerqueira Advocacia";"557192522731";"(71) 9252-2731";"71";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Araújo Cerqueira Advocacia";""
"At Pneus Centro Automotivo Ltda";"5513996114647";"(13) 99611-4647";"13";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"At Pneus Centro Automotivo Ltda";""
"Atendimento digital credsystem";"5515991582895";"(15) 99158-2895";"15";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Atendimento digital credsystem";""
"Atiimo comercial";"554187955522";"(41) 8795-5522";"41";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Atiimo comercial";""
"Bajaj Consórcio Nacional";"551621033536";"(16) 2103-3536";"16";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Bajaj Consórcio Nacional";""
"Bendita castanhas";"557181493818";"(71) 8149-3818";"71";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Bendita castanhas";""
"Br Tattoo";"5524998787111";"(24) 99878-7111";"24";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Br Tattoo";""
"Brandão celulares";"5518991748383";"(18) 99174-8383";"18";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Brandão celulares";""
"Carla Cassiana Estetica";"553488689734";"(34) 8868-9734";"34";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Carla Cassiana Estetica";""
"Caroline Brand Studio";"5521997914496";"(21) 99791-4496";"21";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Caroline Brand Studio";""
"Ceremonial Bia Festas";"557597088192";"(75) 9708-8192";"75";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Ceremonial Bia Festas";""
"Cleisiane Carvalho - Nutricionista";"557996604275";"(79) 9660-4275";"79";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Cleisiane Carvalho - Nutricionista";""
"consultor Josenildo Alagoas motos";"558291456002";"(82) 9145-6002";"82";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"consultor Josenildo Alagoas motos";""
"Consultora Educacional Eduarda";"553398687389";"(33) 9868-7389";"33";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Consultora Educacional Eduarda";""
"Consultoria Srs Bureau Juridico";"556281805424";"(62) 8180-5424";"62";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Consultoria Srs Bureau Juridico";""
"Coutec Digital";"556792079391";"(67) 9207-9391";"67";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Coutec Digital";""
"deposito do chico";"557193229722";"(71) 9322-9722";"71";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"deposito do chico";""
"Dona Maria Comida Caseira";"556292042547";"(62) 9204-2547";"62";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"Dona Maria Comida Caseira";""
"Dr Bruno Amaral Hay";"554699725102";"(46) 9972-5102";"46";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Dr Bruno Amaral Hay";""
"Dr Leandro Pereira Monteiro";"5521965769241";"(21) 96576-9241";"21";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Dr Leandro Pereira Monteiro";""
"Dra Juliana";"5521999562614";"(21) 99956-2614";"21";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Dra Juliana";""
"Dra. Nágylla Souza Enfer Esteta";"556194139216";"(61) 9413-9216";"61";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Saúde, Clínicas & Consultórios";"Dra. Nágylla Souza Enfer Esteta";""
"Educacional";"553182462176";"(31) 8246-2176";"31";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Educacional";""
"Eletric Master Maycon Silva";"553388225997";"(33) 8822-5997";"33";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Eletric Master Maycon Silva";""
"ELEVAT Moda Masculina";"556392988237";"(63) 9298-8237";"63";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Comércio, Lojas & Gastronomia";"ELEVAT Moda Masculina";""
"Embarke Tour";"5521994630309";"(21) 99463-0309";"21";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Embarke Tour";""
"Escritório Lucas Ferreira";"557781632425";"(77) 8163-2425";"77";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Escritórios, Jurídico, Imobiliárias & Gestão";"Escritório Lucas Ferreira";""
"Espaçolaser Praiamar";"5513997774285";"(13) 99777-4285";"13";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Espaçolaser Praiamar";""
"Espionando Fitness";"555392028787";"(53) 9202-8787";"53";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Educação, Beleza, Fitness & Eventos";"Espionando Fitness";""
"ETERNIZZE 3D";"558189616655";"(81) 8961-6655";"81";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"ETERNIZZE 3D";""
"Evolutionz Boutique Digital";"554789030722";"(47) 8903-0722";"47";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Evolutionz Boutique Digital";""
"Extra Maquinas";"556540047888";"(65) 4004-7888";"65";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Automotivo, Construção, Indústria & Logística";"Extra Maquinas";""
"Frl Tecnologia";"5547933807020";"(47) 93380-7020";"47";"Não";"Não";0;0;0;"";"Não";"Empresa / B2B";"Agências, Mídia, Gráficas & Tecnologia";"Frl Tecnologia";""
